Unternehmen,Monat,Produktion_Budget,Produktion_Kosten,Personal_Budget,Personal_Kosten,IT_Budget,IT_Kosten,Marketing_Budget,Marketing_Kosten,Logistik_Budget,Logistik_Kosten,Sonstiges_Budget,Sonstiges_Kosten,Budget_Gesamt,Ausgaben_Gesamt,Umsatz,Gewinn
Toyota Motor Corporation,06-2019,21600000,19566100,12100000,11307800,7000000,7073000,6600000,6557700,4500000,4123000,4500000,4271300,56300000,52898900,74058460,21159560
Toyota Motor Corporation,07-2019,22100000,21755200,12100000,10969100,8100000,6713100,5900000,6343200,4700000,4326900,4100000,3831000,57000000,53938500,75513900,21575400
Toyota Motor Corporation,08-2019,21900000,21160800,12000000,11051500,7600000,6850900,7000000,6075500,4900000,4177000,4100000,3823600,57500000,53139300,74395020,21255720
Toyota Motor Corporation,09-2019,21600000,20340600,10900000,11465000,6500000,6885800,6400000,6635600,4500000,4370700,4300000,4049200,54200000,53746900,75245660,21498760
Toyota Motor Corporation,10-2019,21800000,19990800,11600000,11069000,6500000,7392400,6600000,6752800,4200000,4081300,4400000,3718800,55100000,53005100,74207140,21202040
Toyota Motor Corporation,11-2019,22100000,20745800,10500000,11288000,7300000,7154500,7000000,6409100,4400000,4114400,4200000,4058800,55500000,53770600,75278840,21508240
Toyota Motor Corporation,12-2019,22300000,19922200,11700000,11510400,7000000,7184100,6700000,6731900,4300000,4881200,4000000,4144700,56000000,54374500,76124300,21749800
Toyota Motor Corporation,01-2020,22500000,21145600,12400000,11657000,8000000,7505000,6600000,6334300,4400000,4744800,4500000,3779100,58400000,55165800,77232120,22066320
Toyota Motor Corporation,02-2020,22000000,19644900,10800000,11315000,7700000,7335900,5900000,6295500,4200000,4468100,4200000,3753800,54800000,52813200,73938480,21125280
Toyota Motor Corporation,03-2020,21700000,20928500,11200000,11976400,7000000,7630400,5800000,6374900,5100000,4872100,4700000,4375600,55500000,56157900,78621060,22463160
Toyota Motor Corporation,04-2020,21500000,20714300,11300000,10937100,7400000,7623500,6600000,6529000,3900000,4173400,3600000,3865500,54300000,53842800,75379920,21537120
Toyota Motor Corporation,05-2020,22300000,21567500,11100000,11324900,7800000,7425700,6900000,6013500,5000000,4806600,4500000,4223200,57600000,55361400,77505960,22144560
Toyota Motor Corporation,06-2020,22100000,19700600,12200000,11941000,6600000,7571000,6400000,5959500,4300000,4468800,4000000,3892200,55600000,53533100,74946340,21413240
Toyota Motor Corporation,07-2020,22100000,20758900,10500000,10961900,7900000,7193100,6800000,6332600,4900000,4468200,4500000,3800400,56700000,53515100,74921140,21406040
Toyota Motor Corporation,08-2020,22500000,21899300,12500000,11350900,6900000,7860200,7000000,6653400,4800000,4863300,4100000,4290300,57800000,56917400,79684360,22766960
Toyota Motor Corporation,09-2020,22000000,20446400,12000000,11233100,6800000,6708700,6900000,6185200,4300000,4832900,4000000,4231600,56000000,53637900,75093060,21455160
Toyota Motor Corporation,10-2020,21800000,19810900,11700000,11726700,7100000,7706300,6600000,5984500,4800000,4285800,4600000,4398700,56600000,53912900,75478060,21565160
Toyota Motor Corporation,11-2020,21600000,21720600,11000000,10910000,7500000,7299400,6900000,6620100,5000000,4222800,4500000,4460700,56500000,55233600,77327040,22093440
Toyota Motor Corporation,12-2020,21600000,20107200,12000000,11759600,6900000,7151700,6800000,6080100,4100000,4555100,3700000,4279400,55100000,53933100,75506340,21573240
Toyota Motor Corporation,01-2021,21700000,20679500,11600000,10926000,6800000,7441000,7100000,6552500,4800000,4427700,4300000,3822700,56300000,53849400,75389160,21539760
Toyota Motor Corporation,02-2021,21800000,21723200,10700000,11396100,7200000,7014100,6400000,5902300,5000000,4851500,3500000,3916600,54600000,54803800,76725320,21921520
Toyota Motor Corporation,03-2021,21600000,21286700,10900000,11728000,7400000,7537900,6100000,6052800,4700000,4139700,3900000,4068600,54600000,54813700,76739180,21925480
Toyota Motor Corporation,04-2021,22100000,21113400,11600000,11115700,7600000,7384500,5800000,6241700,4500000,4586000,3700000,3894900,55300000,54336200,76070680,21734480
Toyota Motor Corporation,05-2021,21800000,19770500,10500000,11791500,7300000,6865900,6600000,6626900,4800000,4594100,3900000,3963100,54900000,53612000,75056800,21444800
Toyota Motor Corporation,06-2021,22200000,20075400,10600000,11383500,8000000,7527100,7100000,5997700,4000000,4649700,3500000,3922700,55400000,53556100,74978540,21422440
Toyota Motor Corporation,07-2021,21600000,21032300,11400000,11307300,6700000,6972100,6800000,6041100,4500000,4151000,4000000,4102800,55000000,53606600,75049240,21442640
Toyota Motor Corporation,08-2021,21800000,21709800,10900000,11008500,7200000,7535700,6400000,5954500,4900000,4111400,3500000,4299300,54700000,54619200,76466880,21847680
Toyota Motor Corporation,09-2021,21500000,21877000,12500000,11743200,8000000,7843200,6400000,6299100,4400000,4631200,3900000,3950900,56700000,56344600,78882440,22537840
Toyota Motor Corporation,10-2021,21600000,19688600,12000000,11578600,7100000,6852800,7100000,6501000,5100000,4186000,4000000,3900200,56900000,52707200,73790080,21082880
Toyota Motor Corporation,11-2021,22000000,21110600,11600000,11593000,6800000,7450200,6900000,6291800,4200000,4182600,4100000,4466400,55600000,55094600,77132440,22037840
Toyota Motor Corporation,12-2021,22000000,21935500,10900000,11195800,7800000,7696300,6200000,6776300,3800000,4619300,4200000,4494700,54900000,56717900,79405060,22687160
Toyota Motor Corporation,01-2022,21500000,20398400,10800000,11326100,6800000,7310000,6900000,6054100,4100000,4175600,3900000,4043200,54000000,53307400,74630360,21322960
Toyota Motor Corporation,02-2022,22500000,19775900,10700000,11826200,7100000,7045200,6200000,6021300,4500000,4699800,4000000,4393300,55000000,53761700,75266380,21504680
Toyota Motor Corporation,03-2022,21600000,21371900,12300000,11036000,7900000,6856800,6500000,6210800,4100000,4045500,4100000,4392400,56500000,53913400,75478760,21565360
Toyota Motor Corporation,04-2022,22200000,20571500,10800000,11164100,6500000,7790900,5800000,6071600,4700000,4330000,4600000,4194500,54600000,54122600,75771640,21649040
Toyota Motor Corporation,05-2022,22400000,20848300,10700000,11106200,6800000,6933000,6700000,6530400,4000000,4140100,3500000,4184500,54100000,53742500,75239500,21497000
Toyota Motor Corporation,06-2022,22400000,21952500,10500000,10937100,6500000,7235800,6000000,6172400,4300000,4843900,4000000,3797300,53700000,54939000,76914600,21975600
Toyota Motor Corporation,07-2022,22100000,21363100,11000000,10921700,7400000,7287100,5800000,6409900,4100000,4574600,4100000,4207800,54500000,54764200,76669880,21905680
Toyota Motor Corporation,08-2022,22500000,20959400,12000000,11228900,7900000,7140300,6000000,6743300,3900000,4196500,4600000,4363100,56900000,54631500,76484100,21852600
Toyota Motor Corporation,09-2022,21800000,20949000,12400000,11630800,8000000,7265600,6200000,6445800,5000000,4024600,3700000,4468100,57100000,54783900,76697460,21913560
Toyota Motor Corporation,10-2022,22100000,19704200,11600000,10972700,7800000,7805300,7100000,6229000,4000000,4263700,3500000,4052800,56100000,53027700,74238780,21211080
Toyota Motor Corporation,11-2022,21700000,21761000,12500000,11436200,6500000,7371700,5900000,6166500,4100000,4813100,4700000,4287100,55400000,55835600,78169840,22334240
Toyota Motor Corporation,12-2022,21800000,21607300,10900000,11765000,7300000,7362200,6800000,6447600,5000000,4665900,4100000,4311800,55900000,56159800,78623720,22463920
Toyota Motor Corporation,01-2023,22200000,21024600,10600000,11245300,7300000,7169000,7000000,6678400,4400000,4033800,4400000,4103900,55900000,54255000,75957000,21702000
Toyota Motor Corporation,02-2023,21800000,20706800,11000000,10994100,8200000,7330500,7100000,6758500,3900000,4336300,4600000,3923700,56600000,54049900,75669860,21619960
Toyota Motor Corporation,03-2023,21500000,21050200,12300000,11444800,6700000,6929900,5900000,6242800,4900000,4800100,3800000,4420200,55100000,54888000,76843200,21955200
Toyota Motor Corporation,04-2023,21700000,20053800,11900000,11266600,6500000,7788100,6500000,6212900,3800000,4529600,3700000,4437100,54100000,54288100,76003340,21715240
Toyota Motor Corporation,05-2023,22400000,20005400,10600000,11501900,7600000,7206300,6400000,5982500,4900000,4615900,4400000,3743200,56300000,53055200,74277280,21222080
Toyota Motor Corporation,06-2023,21600000,19559200,11300000,11085200,7700000,7094100,6500000,6757000,4400000,4012900,4400000,3897400,55900000,52405800,73368120,20962320
Toyota Motor Corporation,07-2023,22300000,20896100,11300000,11148600,8100000,7362300,6800000,6267600,4000000,4673700,3500000,4351300,56000000,54699600,76579440,21879840
Toyota Motor Corporation,08-2023,21700000,20972600,11300000,11085800,6900000,6711500,6100000,5958200,3800000,4259000,4400000,4293100,54200000,53280200,74592280,21312080
Toyota Motor Corporation,09-2023,22500000,20935700,10500000,11822100,7400000,6741400,6200000,6783000,3800000,4147700,3800000,4314600,54200000,54744500,76642300,21897800
Toyota Motor Corporation,10-2023,22000000,21897300,12100000,11307300,8000000,7252200,7100000,6194300,4700000,4767800,4500000,4355600,58400000,55774500,78084300,22309800
Toyota Motor Corporation,11-2023,21600000,21131500,11700000,11456400,7500000,6880800,7100000,6446700,3900000,4626500,4400000,4301300,56200000,54843200,76780480,21937280
Toyota Motor Corporation,12-2023,21800000,19816300,12000000,11510200,7300000,6741200,7100000,6724900,4300000,4475800,4300000,3744900,56800000,53013300,74218620,21205320
Toyota Motor Corporation,01-2024,21600000,20908700,11500000,11044500,7900000,6733500,7100000,6123900,5000000,4635400,3500000,4159800,56600000,53605800,75048120,21442320
Toyota Motor Corporation,02-2024,21700000,21601500,11400000,11769900,7500000,6780700,6400000,6606700,4000000,4260600,4600000,4102300,55600000,55121700,77170380,22048680
Toyota Motor Corporation,03-2024,22000000,19785100,11200000,11810100,7100000,7319400,6900000,6050700,4100000,4102100,4100000,3798200,55400000,52865600,74011840,21146240
Toyota Motor Corporation,04-2024,21800000,21476600,10900000,11205400,7900000,7633100,6700000,6017500,4700000,4615400,4300000,4403600,56300000,55351600,77492240,22140640
Toyota Motor Corporation,05-2024,21700000,20441600,12400000,10989000,8100000,6874500,6600000,6046400,4200000,4785300,4000000,4076100,57000000,53212900,74498060,21285160
Toyota Motor Corporation,06-2024,21900000,20121700,11800000,11020100,6900000,7849300,6900000,6309400,4200000,4248500,4400000,4496100,56100000,54045100,75663140,21618040
Toyota Motor Corporation,07-2024,22200000,21274700,11900000,11306000,7400000,6708700,6900000,6024300,4800000,4138300,3600000,4229400,56800000,53681400,75153960,21472560
Toyota Motor Corporation,08-2024,22200000,20636500,11300000,11575800,6500000,6757300,6100000,6272500,5100000,4730600,3900000,4010300,55100000,53983000,75576200,21593200
Toyota Motor Corporation,09-2024,22000000,21042900,11200000,11323000,7500000,7259800,6700000,6795700,4300000,4377200,4200000,4115500,55900000,54914100,76879740,21965640
Toyota Motor Corporation,10-2024,21700000,21732700,10900000,11965500,8200000,7269100,5800000,5901400,3800000,4404400,4100000,3727400,54500000,55000500,77000700,22000200
Toyota Motor Corporation,11-2024,21700000,19682000,12000000,11147600,6500000,6777300,6500000,6483600,4100000,4518200,4200000,4054400,55000000,52663100,73728340,21065240
Toyota Motor Corporation,12-2024,21900000,19730900,11000000,11380500,7600000,6804700,6800000,6440800,4500000,4496900,4700000,4359200,56500000,53213000,74498200,21285200
Mercedes-Benz Group AG,01-2015,21500000,20114500,12400000,11173700,8100000,7105100,7000000,6376800,4600000,4290500,4000000,3997700,57600000,53058300,74281620,21223320
Mercedes-Benz Group AG,02-2015,22300000,21561100,12200000,11352900,7200000,6846600,5900000,6500600,4800000,4099300,4200000,3879500,56600000,54240000,75936000,21696000
Mercedes-Benz Group AG,03-2015,21700000,20519500,12500000,11460500,7200000,6843200,6500000,6287100,5100000,4318500,4100000,4378400,57100000,53807200,75330080,21522880
Mercedes-Benz Group AG,04-2015,22500000,21397900,10600000,11535900,6600000,6826600,6300000,6099000,4100000,4702500,4500000,4277900,54600000,54839800,76775720,21935920
Mercedes-Benz Group AG,05-2015,22500000,21291900,11300000,11174600,8200000,6999500,6000000,6632300,4000000,4250600,4400000,4286800,56400000,54635700,76489980,21854280
Mercedes-Benz Group AG,06-2015,21900000,21097200,11300000,11619800,7500000,7153300,5900000,6692600,3900000,4159900,3500000,3900900,54000000,54623700,76473180,21849480
Mercedes-Benz Group AG,07-2015,21900000,20380700,11900000,11257800,8100000,7685100,5800000,6689200,4700000,4138800,3600000,3963900,56000000,54115500,75761700,21646200
Mercedes-Benz Group AG,08-2015,21600000,19799800,12500000,11041100,6500000,7325700,6500000,5920800,5000000,4747500,4000000,4225800,56100000,53060700,74284980,21224280
Mercedes-Benz Group AG,09-2015,22200000,20589100,11300000,11469100,8200000,7805000,6700000,6609200,3900000,4528300,4000000,4131000,56300000,55131700,77184380,22052680
Mercedes-Benz Group AG,10-2015,21600000,20914300,11600000,10937500,7900000,7726000,6200000,6280200,4200000,4343400,3800000,4097300,55300000,54298700,76018180,21719480
Mercedes-Benz Group AG,11-2015,21900000,20311700,10800000,11120000,7100000,6833900,5800000,6604700,4500000,4613000,4700000,4165700,54800000,53649000,75108600,21459600
Mercedes-Benz Group AG,12-2015,21700000,20007800,12300000,11251000,7300000,7792200,6500000,6410400,4900000,4588700,3800000,3899600,56500000,53949700,75529580,21579880
Mercedes-Benz Group AG,01-2016,22300000,20854900,10600000,10941400,7300000,7773400,7100000,5976000,4700000,4358100,4100000,4261800,56100000,54165600,75831840,21666240
Mercedes-Benz Group AG,02-2016,21700000,21395600,12200000,11436500,7900000,6777400,6000000,6244000,4900000,4786000,4700000,4230000,57400000,54869500,76817300,21947800
Mercedes-Benz Group AG,03-2016,21600000,20331500,10800000,11789400,8100000,7255100,6400000,6304900,4700000,4358300,4400000,4402200,56000000,54441400,76217960,21776560
Mercedes-Benz Group AG,04-2016,22400000,20899800,11300000,11054100,7000000,6760700,6600000,6434500,5100000,4848500,4000000,3754800,56400000,53752400,75253360,21500960
Mercedes-Benz Group AG,05-2016,22100000,20435900,10700000,11215800,8200000,7535800,6300000,6259000,4900000,4072500,4600000,3805600,56800000,53324600,74654440,21329840
Mercedes-Benz Group AG,06-2016,22100000,20117200,10900000,11770400,8000000,7273900,6200000,6065900,4600000,4436200,4300000,3700600,56100000,53364200,74709880,21345680
Mercedes-Benz Group AG,07-2016,22500000,20141200,10700000,11465700,7900000,7490000,7000000,6034100,4900000,4464300,4300000,3810700,57300000,53406000,74768400,21362400
Mercedes-Benz Group AG,08-2016,21800000,20802700,10500000,11396300,7200000,7838800,6000000,6308300,3900000,4216600,3900000,4091000,53300000,54653700,76515180,21861480
Mercedes-Benz Group AG,09-2016,21800000,20431800,11300000,11168300,7400000,6955900,6500000,6477800,4000000,4316600,4600000,4348100,55600000,53698500,75177900,21479400
Mercedes-Benz Group AG,10-2016,22400000,21338800,10700000,10948900,7600000,7354500,7000000,6349900,5100000,4218700,4200000,4328800,57000000,54539600,76355440,21815840
Mercedes-Benz Group AG,11-2016,21800000,19976200,11700000,11393300,7700000,7585700,6900000,6456600,4500000,4503100,3500000,4448900,56100000,54363800,76109320,21745520
Mercedes-Benz Group AG,12-2016,21600000,21053100,10600000,11058100,6600000,7028100,6200000,6143900,4100000,4573800,3900000,4101400,53000000,53958400,75541760,21583360
Mercedes-Benz Group AG,01-2017,22300000,20380200,11300000,11161700,6700000,6885900,6600000,6673100,4500000,4468500,4100000,4443300,55500000,54012700,75617780,21605080
Mercedes-Benz Group AG,02-2017,21500000,19878800,11600000,11950000,6500000,7314800,6400000,6181300,5100000,4455800,3900000,4127700,55000000,53908400,75471760,21563360
Mercedes-Benz Group AG,03-2017,21900000,20684200,12300000,10955500,6700000,6834500,7100000,6545600,4200000,4404700,4600000,4289700,56800000,53714200,75199880,21485680
Mercedes-Benz Group AG,04-2017,21500000,19891800,12400000,11269000,7200000,7471000,6700000,6287900,4900000,4021800,4300000,3783600,57000000,52725100,73815140,21090040
Mercedes-Benz Group AG,05-2017,22200000,20335500,11700000,10928200,8000000,7676300,6600000,6006000,4100000,4276800,4200000,4461100,56800000,53683900,75157460,21473560
Mercedes-Benz Group AG,06-2017,22000000,20490600,12300000,11230800,7100000,6725700,6200000,6688700,4600000,4581800,4500000,4271400,56700000,53989000,75584600,21595600
Mercedes-Benz Group AG,07-2017,22100000,21938000,11700000,10969400,8000000,7062800,5900000,6056400,4500000,4590600,3700000,3880300,55900000,54497500,76296500,21799000
Mercedes-Benz Group AG,08-2017,21700000,21693100,11500000,11752000,7500000,6913700,6500000,6694000,4400000,4036300,4200000,4068400,55800000,55157500,77220500,22063000
Mercedes-Benz Group AG,09-2017,22300000,20235000,10900000,11336000,7200000,7496000,7000000,6727800,4200000,4433000,4000000,4454100,55600000,54681900,76554660,21872760
